sample_id,question,correct_answer,model_answer,is_correct,type,layer,sae_release,sae_path,sae_feature_id,sae_feature_value,feature_rank,nonzero_feature_count,feature_norm
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,14154,28.827167510986328,2,67,79.32955932617188
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,12054,18.59756088256836,3,67,79.32955932617188
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4420,16.555891036987305,4,67,79.32955932617188
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,886,12.978092193603516,5,67,79.32955932617188
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4801,12.418644905090332,6,67,79.32955932617188
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,12177,11.791050910949707,7,67,79.32955932617188
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,16012,11.525903701782227,8,67,79.32955932617188
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,10886,10.715604782104492,9,67,79.32955932617188
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,164,9.452167510986328,10,67,79.32955932617188
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4735,8.700272560119629,11,67,79.32955932617188
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,7293,7.6629180908203125,12,67,79.32955932617188
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,10934,7.441136360168457,13,67,79.32955932617188
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4608,7.430594444274902,14,67,79.32955932617188
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,3926,7.297307968139648,15,67,79.32955932617188
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,9276,6.774703502655029,16,67,79.32955932617188
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,13092,6.643680572509766,17,67,79.32955932617188
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,10980,6.20783805847168,18,67,79.32955932617188
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,2398,6.14413595199585,19,67,79.32955932617188
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,9779,6.0625715255737305,20,67,79.32955932617188
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,14759,52.384498596191406,1,67,79.064697265625
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,14154,28.88119125366211,2,67,79.064697265625
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,12054,18.335033416748047,3,67,79.064697265625
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4420,16.41927146911621,4,67,79.064697265625
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,886,12.923599243164062,5,67,79.064697265625
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4801,12.401761054992676,6,67,79.064697265625
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,12177,11.715252876281738,7,67,79.064697265625
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,16012,11.558197021484375,8,67,79.064697265625
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,10886,10.802906036376953,9,67,79.064697265625
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,164,9.455513000488281,10,67,79.064697265625
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4735,8.557921409606934,11,67,79.064697265625
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,7293,7.6283979415893555,12,67,79.064697265625
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4608,7.512557029724121,13,67,79.064697265625
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,10934,7.49501895904541,14,67,79.064697265625
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,3926,7.156537055969238,15,67,79.064697265625
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,9276,6.63496732711792,16,67,79.064697265625
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,13092,6.6144514083862305,17,67,79.064697265625
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,10980,6.148988723754883,18,67,79.064697265625
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,2398,6.11268949508667,19,67,79.064697265625
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,9779,6.05192756652832,20,67,79.064697265625
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,14759,52.377471923828125,1,67,78.93372344970703
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,14154,28.871368408203125,2,67,78.93372344970703
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,12054,18.221328735351562,3,67,78.93372344970703
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4420,16.41225814819336,4,67,78.93372344970703
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,886,12.877693176269531,5,67,78.93372344970703
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4801,12.390999794006348,6,67,78.93372344970703
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,12177,11.647143363952637,7,67,78.93372344970703
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,16012,11.505706787109375,8,67,78.93372344970703
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,10886,10.853410720825195,9,67,78.93372344970703
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,164,9.353179931640625,10,67,78.93372344970703
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4735,8.474421501159668,11,67,78.93372344970703
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,7293,7.589805603027344,12,67,78.93372344970703
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4608,7.510584831237793,13,67,78.93372344970703
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,10934,7.387612342834473,14,67,78.93372344970703
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,3926,7.127175331115723,15,67,78.93372344970703
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,9276,6.561582088470459,16,67,78.93372344970703
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,13092,6.552809715270996,17,67,78.93372344970703
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,10980,6.124225616455078,18,67,78.93372344970703
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,2398,6.086929798126221,19,67,78.93372344970703
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,9779,6.051156044006348,20,67,78.93372344970703
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,14759,52.556522369384766,1,69,79.18907928466797
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,14154,28.572418212890625,2,69,79.18907928466797
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,12054,18.38711166381836,3,69,79.18907928466797
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4420,16.54439353942871,4,69,79.18907928466797
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,886,12.967460632324219,5,69,79.18907928466797
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4801,12.54257869720459,6,69,79.18907928466797
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,12177,11.63361644744873,7,69,79.18907928466797
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,16012,11.514629364013672,8,69,79.18907928466797
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,10886,10.687614440917969,9,69,79.18907928466797
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,164,9.391069412231445,10,69,79.18907928466797
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4735,8.700654983520508,11,69,79.18907928466797
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,7293,7.710507392883301,12,69,79.18907928466797
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,10934,7.454241752624512,13,69,79.18907928466797
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,3926,7.255494117736816,14,69,79.18907928466797
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4608,7.212710380554199,15,69,79.18907928466797
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,9276,6.730574131011963,16,69,79.18907928466797
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,13092,6.498760223388672,17,69,79.18907928466797
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,2398,6.175826549530029,18,69,79.18907928466797
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,10980,6.118100166320801,19,69,79.18907928466797
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,3228,6.0458664894104,20,69,79.18907928466797
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,14759,52.51173400878906,1,67,79.08341217041016
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,14154,28.897235870361328,2,67,79.08341217041016
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,12054,18.358213424682617,3,67,79.08341217041016
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4420,16.448034286499023,4,67,79.08341217041016
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,886,12.952499389648438,5,67,79.08341217041016
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4801,12.460217475891113,6,67,79.08341217041016
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,12177,11.659337043762207,7,67,79.08341217041016
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,16012,11.509317398071289,8,67,79.08341217041016
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,10886,10.774951934814453,9,67,79.08341217041016
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,164,9.214649200439453,10,67,79.08341217041016
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4735,8.506233215332031,11,67,79.08341217041016
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,7293,7.629266738891602,12,67,79.08341217041016
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4608,7.526731491088867,13,67,79.08341217041016
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,10934,7.366339683532715,14,67,79.08341217041016
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,3926,7.098945617675781,15,67,79.08341217041016
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,9276,6.642161846160889,16,67,79.08341217041016
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,13092,6.437839508056641,17,67,79.08341217041016
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,10980,6.167902946472168,18,67,79.08341217041016
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,2398,6.079788684844971,19,67,79.08341217041016
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,9779,5.9836273193359375,20,67,79.08341217041016
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,14759,52.45716094970703,1,66,78.97897338867188
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,14154,28.812305450439453,2,66,78.97897338867188
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,12054,18.145030975341797,3,66,78.97897338867188
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4420,16.430070877075195,4,66,78.97897338867188
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,886,12.97416877746582,5,66,78.97897338867188
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4801,12.52403736114502,6,66,78.97897338867188
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,12177,11.674372673034668,7,66,78.97897338867188
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,16012,11.502660751342773,8,66,78.97897338867188
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,10886,10.746408462524414,9,66,78.97897338867188
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,164,9.30526351928711,10,66,78.97897338867188
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4735,8.59799861907959,11,66,78.97897338867188
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,7293,7.603252410888672,12,66,78.97897338867188
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4608,7.405303001403809,13,66,78.97897338867188
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,10934,7.262579917907715,14,66,78.97897338867188
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,3926,7.142695426940918,15,66,78.97897338867188
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,9276,6.798848628997803,16,66,78.97897338867188
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,13092,6.466174125671387,17,66,78.97897338867188
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,10980,6.1773881912231445,18,66,78.97897338867188
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,2398,6.1216721534729,19,66,78.97897338867188
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,9779,6.026095390319824,20,66,78.97897338867188
7,What is the capital of Brazil?,Brasilia,Brasilia,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,14759,52.4041633605957,1,67,78.93048858642578
7,What is the capital of Brazil?,Brasilia,Brasilia,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,14154,28.877971649169922,2,67,78.93048858642578
7,What is the capital of Brazil?,Brasilia,Brasilia,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,12054,18.181787490844727,3,67,78.93048858642578
7,What is the capital of Brazil?,Brasilia,Brasilia,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4420,16.38435173034668,4,67,78.93048858642578
7,What is the capital of Brazil?,Brasilia,Brasilia,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,886,12.864131927490234,5,67,78.93048858642578
7,What is the capital of Brazil?,Brasilia,Brasilia,True,capital_easy,1,google/gemma-scope-2b-pt-res,layer_1/width_16k/average_l0_20/params.npz,4801,12.335347175598145,6,67,78.93048858642578
